crime_id,crime_type,criminal_name,crime_time,place_of_crime,jail_entry_date,bail_granted,duration_of_imprisonment,co_criminals,motive,latitude,longitude,date_of_crime
8901,Theft,Amit Joshi,19:43:00,Velachery,2015-05-18,Yes,2 years,Anita Sharma,Financial Gain,8.767810697031704,78.14183977186715,28/11/1950
8902,Theft,Vikram Rao,08:26:00,Purasawalkam,2024-03-15,No,2 years,Deepak Choudhary,Personal Feud,8.784011551553924,78.15952423855308,28/11/1949
8903,Assault,Mohan Verma,07:15:00,Adyar,2017-12-12,Yes,6 months,-,Political,8.73812218416289,78.15252777498087,06/12/1952
8904,Assault,Rajesh Kumar,02:23:00,Velachery,2021-12-04,Yes,,Mohan Verma,Self-Defense,8.758449011997147,78.17733445177463,21/01/1946
8905,Theft,Anita Sharma,21:55:00,Royapettah,2022-11-21,Yes,2 years,Deepak Choudhary,Political,8.773235290849346,78.16382590444371,17/03/1945
8906,Theft,Anita Sharma,05:31:00,Purasawalkam,2023-03-19,No,1 year,-,Revenge,8.76983848452946,78.12516306289292,15/02/1945
8907,Theft,Mohan Verma,13:29:00,Adyar,2019-01-16,No,10 years,Deepak Choudhary,,8.740184239905316,78.11458737198005,06/11/1952
8908,Kidnapping,Vikram Rao,02:35:00,Adyar,2022-10-22,Yes,2 years,Suresh Iyer,Financial Gain,8.79611107529196,78.12421840309308,29/10/1949
8909,Cyber Crime,Vikram Rao,01:31:00,Purasawalkam,2024-03-15,No,1 year,Suresh Iyer,Personal Feud,8.726987257389498,78.11892907518717,29/09/1949
8910,Kidnapping,Nikita Sinha,03:15:00,Velachery,2020-04-25,No,5 years,Suresh Iyer,Revenge,8.711076361375707,78.14724515276858,27/10/1947
8911,Drug Possession,Amit Joshi,09:31:00,Mylapore,2017-04-11,No,6 months,Mohan Verma,,8.79802026620662,78.16765589379018,29/10/1950
8912,Kidnapping,Rajesh Kumar,09:39:00,Mylapore,2023-09-20,No,3 years,,Financial Gain,8.745916561655239,78.15991818328652,22/12/1945
8913,Kidnapping,,08:35:00,Purasawalkam,2019-01-26,Yes,5 years,-,Accidental,8.787146534054582,78.18138124039308,
8914,Kidnapping,Ramesh Gupta,00:57:00,Mylapore,2017-04-07,No,3 years,-,Financial Gain,8.785899767253118,78.1517318714553,19/06/1951
8915,Murder,Nikita Sinha,05:21:00,Mylapore,2022-06-20,Yes,5 years,Deepak Choudhary,Financial Gain,8.750400384263694,78.11585400810942,27/09/1947
8916,Fraud,Suresh Iyer,21:00:00,Anna Nagar,2024-08-03,Yes,3 years,-,Revenge,8.756240446987118,78.19524517187095,28/05/1958
8917,Assault,Pooja Mehta,09:05:00,Adyar,2021-05-27,Yes,,,Personal Feud,8.741155270756082,78.11793377504351,05/08/1947
8918,Murder,Pooja Mehta,23:13:00,Velachery,2018-05-03,No,,Deepak Choudhary,Personal Feud,8.781479062869797,78.1015518538783,06/07/1947
8919,,Nikita Sinha,17:01:00,Purasawalkam,2022-04-08,No,5 years,Mohan Verma,,8.779912240660458,78.13879433400174,28/08/1947
8920,Murder,Rajesh Kumar,11:04:00,Mylapore,2020-08-01,Yes,,-,Political,8.74023207908611,78.17454401199609,22/11/1945
8921,Cyber Crime,Nikita Sinha,12:08:00,Kodambakkam,2023-04-16,Yes,2 years,Suresh Iyer,Revenge,8.763246363200057,78.17814814016499,29/07/1947
8922,Drug Possession,Rajesh Kumar,11:07:00,Purasawalkam,2022-12-18,No,6 months,,Financial Gain,8.790088953233413,78.14113749071844,23/10/1945
8923,,,15:39:00,Adyar,2019-03-13,Yes,6 months,Suresh Iyer,Financial Gain,8.78244397131343,78.17221855444325,
8924,Theft,Mohan Verma,02:28:00,Mylapore,2021-08-02,Yes,3 years,Anita Sharma,Political,8.737017380307014,78.13354625755528,07/10/1952
8925,Drug Possession,Anita Sharma,03:46:00,T. Nagar,2016-04-14,No,5 years,Suresh Iyer,Accidental,8.777275436056046,78.16825099951872,16/01/1945
8926,Assault,Anita Sharma,16:10:00,Adyar,2021-12-10,No,3 years,,Personal Feud,8.781754792902115,78.11022629154826,17/12/1944
8927,,Rajesh Kumar,03:56:00,Adyar,2020-10-13,Yes,,Anita Sharma,,8.757653373997695,78.12262730175864,23/09/1945
8928,Assault,Pooja Mehta,10:21:00,Royapettah,2015-08-06,No,2 years,Anita Sharma,Financial Gain,8.748374398800078,78.19169387700109,06/06/1947
8929,,Amit Joshi,18:25:00,T. Nagar,2017-01-16,No,1 year,-,Personal Feud,8.79867869918098,78.11696958363274,29/09/1950
8930,Murder,Pooja Mehta,02:12:00,Velachery,2024-06-04,No,1 year,-,Personal Feud,8.788813710735338,78.17341999568842,07/05/1947
8931,Kidnapping,Anita Sharma,03:33:00,T. Nagar,2022-11-18,Yes,10 years,Suresh Iyer,Financial Gain,8.77980862331125,78.18905371968577,17/11/1944
8932,,Mohan Verma,04:14:00,Adyar,2019-11-08,No,,Suresh Iyer,Financial Gain,8.704825783780475,78.11056789566373,07/09/1952
8933,Murder,Vikram Rao,19:33:00,Adyar,2022-10-24,Yes,5 years,Anita Sharma,Accidental,8.771121014224883,78.13530732351062,30/08/1949
8934,Cyber Crime,Mohan Verma,05:52:00,Kodambakkam,2017-11-09,No,2 years,Suresh Iyer,Financial Gain,8.707985754039443,78.13162701358777,08/08/1952
8935,Theft,,04:44:00,Anna Nagar,2019-12-12,Yes,6 months,-,Personal Feud,8.725852093582311,78.13805031198085,
8936,Murder,Ramesh Gupta,16:18:00,Purasawalkam,2018-01-15,No,5 years,Suresh Iyer,Self-Defense,8.77805120516942,78.15434285331152,20/05/1951
8937,Fraud,Mohan Verma,19:40:00,Purasawalkam,2018-11-06,No,2 years,Mohan Verma,Self-Defense,8.773427485098354,78.1504620914768,09/07/1952
8938,Kidnapping,Suresh Iyer,23:15:00,Royapettah,2020-01-19,Yes,5 years,Suresh Iyer,Accidental,8.701118954159629,78.137792785541,28/04/1958
8939,Murder,Ramesh Gupta,04:53:00,Purasawalkam,2022-06-04,No,10 years,Anita Sharma,Financial Gain,8.733621654919673,78.1828139910819,20/04/1951
8940,,Rajesh Kumar,08:15:00,Anna Nagar,2019-05-20,Yes,6 months,,Personal Feud,8.70320131735711,78.12153149804537,24/08/1945
8941,Theft,Suresh Iyer,10:18:00,Kodambakkam,2020-05-01,No,1 year,-,Financial Gain,8.717456808715765,78.19616450653513,29/03/1958
8942,Theft,Anita Sharma,22:42:00,Royapettah,2021-01-15,Yes,,Deepak Choudhary,Personal Feud,8.762657794828263,78.16802316153488,18/10/1944
8943,Cyber Crime,Vikram Rao,22:11:00,Anna Nagar,2021-09-07,No,10 years,Deepak Choudhary,Accidental,8.710583659013453,78.1923253072692,31/07/1949
8944,Assault,Amit Joshi,10:17:00,T. Nagar,2023-07-28,Yes,3 years,Anita Sharma,Revenge,8.736282358631016,78.16991854504582,30/08/1950
8945,Cyber Crime,Ramesh Gupta,02:26:00,Anna Nagar,2015-08-02,Yes,2 years,Deepak Choudhary,Accidental,8.730300770497104,78.1918002429215,21/03/1951
8946,Murder,Anita Sharma,05:53:00,Velachery,2022-07-28,No,6 months,Suresh Iyer,Accidental,8.797515116283495,78.10909307094809,18/09/1944
8947,Cyber Crime,Nikita Sinha,20:58:00,Velachery,2018-10-28,Yes,10 years,Deepak Choudhary,Accidental,8.734121665563368,78.16035268315596,29/06/1947
8948,Drug Possession,Ramesh Gupta,00:43:00,Purasawalkam,2016-07-05,No,6 months,-,Self-Defense,8.734600185881058,78.1333213242748,19/02/1951
8949,Fraud,Deepak Choudhary,03:41:00,Velachery,2018-12-10,No,,Mohan Verma,Personal Feud,8.76528277403619,78.19787959524818,01/06/1958
8950,Drug Possession,Nikita Sinha,13:51:00,T. Nagar,2017-10-22,No,6 months,Deepak Choudhary,Financial Gain,8.745111944739303,78.1832885423753,30/05/1947
8951,Assault,Deepak Choudhary,20:08:00,Velachery,2016-05-13,No,3 years,Anita Sharma,Financial Gain,8.7437502911015,78.1100927061034,02/05/1958
8952,Assault,Deepak Choudhary,12:21:00,T. Nagar,2015-12-24,No,1 year,Suresh Iyer,Political,8.784439689144351,78.12687281356652,02/04/1958
8953,Fraud,Vikram Rao,05:06:00,Adyar,2022-02-01,Yes,3 years,-,Self-Defense,8.716067498149549,78.1944564292631,01/07/1949
8954,Fraud,Nikita Sinha,12:33:00,,2019-06-24,No,2 years,Suresh Iyer,Accidental,8.78652672831603,78.11913727711274,30/04/1947
8955,Theft,Amit Joshi,17:52:00,Mylapore,2023-01-27,Yes,10 years,-,Self-Defense,8.78968608658748,78.18125520669277,31/07/1950
8956,Assault,Anita Sharma,12:04:00,T. Nagar,2021-04-11,Yes,1 year,Suresh Iyer,Accidental,8.76185884679999,78.1533121584523,19/08/1944
8957,Cyber Crime,Pooja Mehta,15:10:00,Adyar,2024-04-11,Yes,10 years,Mohan Verma,Political,8.769026052108948,78.1948028642785,07/04/1947
8958,Assault,Rajesh Kumar,07:22:00,Velachery,2020-07-27,No,2 years,-,Financial Gain,8.725757310644866,78.17109799731456,25/07/1945
8959,Theft,Ramesh Gupta,23:21:00,Kodambakkam,2022-06-06,No,10 years,Deepak Choudhary,Financial Gain,8.765874979289409,78.14447594979427,20/01/1951
8960,Kidnapping,Ramesh Gupta,03:52:00,,2015-07-16,Yes,3 years,Suresh Iyer,Self-Defense,8.798291716070066,78.100169024158,21/12/1950
8961,Cyber Crime,Mohan Verma,12:38:00,Adyar,2016-01-28,No,5 years,Anita Sharma,Personal Feud,8.728921588015716,78.1021435835833,09/06/1952
8962,Cyber Crime,Amit Joshi,16:34:00,Mylapore,2015-12-19,No,,Deepak Choudhary,Financial Gain,8.706132855288264,78.10283758389622,01/07/1950
8963,Murder,Rajesh Kumar,11:51:00,Kodambakkam,2024-09-23,No,3 years,-,Financial Gain,8.721994926824214,78.11798852833432,25/06/1945
8964,,Anita Sharma,10:19:00,Adyar,2018-02-25,No,3 years,Deepak Choudhary,Revenge,8.776583273858947,78.16825184354063,20/07/1944
8965,Kidnapping,Amit Joshi,12:08:00,Mylapore,2018-12-21,Yes,5 years,Mohan Verma,Accidental,8.749687263201878,78.1459886228408,01/06/1950
8966,Murder,Vikram Rao,19:26:00,Velachery,2023-12-17,No,5 years,-,Financial Gain,8.723601315472006,78.14277365831316,01/06/1949
8967,Murder,Deepak Choudhary,15:42:00,Velachery,2020-04-24,Yes,6 months,-,Financial Gain,8.736539973844904,78.13395985546396,03/03/1958
8968,Assault,Amit Joshi,22:56:00,Kodambakkam,2018-05-08,No,10 years,Mohan Verma,Revenge,8.752458249954065,78.19472231274217,02/05/1950
8969,Fraud,Anita Sharma,03:50:00,T. Nagar,2022-05-11,No,,Deepak Choudhary,Personal Feud,8.775745506627516,78.15105477316078,20/06/1944
8970,Cyber Crime,Rajesh Kumar,22:58:00,T. Nagar,2017-07-13,Yes,10 years,Mohan Verma,Financial Gain,8.753221730797899,78.13389001204499,26/05/1945
8971,Drug Possession,,16:10:00,Mylapore,2016-02-24,No,,-,Financial Gain,8.719122886216834,78.14770529892208,
8972,Theft,,23:40:00,Velachery,2024-11-13,Yes,5 years,Anita Sharma,Financial Gain,8.791454958342984,78.13689018808172,
8973,Drug Possession,Mohan Verma,23:16:00,Purasawalkam,2018-02-26,Yes,1 year,Deepak Choudhary,Political,8.778953812088089,78.172894714156,10/05/1952
8974,,Vikram Rao,17:56:00,Purasawalkam,2015-12-07,Yes,5 years,Anita Sharma,Self-Defense,8.754593972395382,78.1239728158074,02/05/1949
8975,Cyber Crime,Mohan Verma,04:06:00,Velachery,2016-11-05,No,6 months,-,Political,8.790044473735621,78.10364947747672,10/04/1952
8976,Kidnapping,Ramesh Gupta,02:27:00,Royapettah,2017-03-20,No,2 years,Deepak Choudhary,Self-Defense,8.74722360423366,78.10704809199125,21/11/1950
8977,Fraud,Ramesh Gupta,00:04:00,Purasawalkam,2021-05-13,Yes,,-,Political,8.791051330806647,78.13053517466754,22/10/1950
8978,Kidnapping,Mohan Verma,23:23:00,Velachery,2017-07-16,No,6 months,Deepak Choudhary,Accidental,8.729113467007311,78.15611393532208,11/03/1952
8979,Drug Possession,Amit Joshi,10:43:00,Anna Nagar,2017-05-11,No,1 year,Suresh Iyer,Revenge,8.739202111386687,78.14507691645157,02/04/1950
8980,,Vikram Rao,22:14:00,Royapettah,2024-02-18,Yes,,,Financial Gain,8.784382367134404,78.18308596115905,02/04/1949
8981,Theft,Deepak Choudhary,16:50:00,Mylapore,2017-07-14,No,1 year,Suresh Iyer,Financial Gain,8.728394930089577,78.16778365927098,01/02/1958
8982,Drug Possession,Mohan Verma,17:39:00,T. Nagar,2021-09-12,No,10 years,-,Revenge,8.792664055397523,78.12428356961284,10/02/1952
8983,Assault,Anita Sharma,15:53:00,Purasawalkam,2023-04-21,No,,,Financial Gain,8.798169369205764,78.13226553150952,21/05/1944
8984,Assault,Rajesh Kumar,02:04:00,,2021-04-07,Yes,1 year,Suresh Iyer,Accidental,8.734108502895682,78.13139917496804,26/04/1945
8985,Theft,Ramesh Gupta,15:22:00,Adyar,2021-04-17,No,2 years,Mohan Verma,Personal Feud,8.76119284301725,78.1671782193033,22/09/1950
8986,Murder,Nikita Sinha,08:13:00,T. Nagar,2016-07-15,Yes,2 years,Anita Sharma,Self-Defense,8.790179963864258,78.16193596786327,31/03/1947
8987,Theft,,08:04:00,Anna Nagar,2021-06-10,Yes,,-,Self-Defense,8.781377514054842,78.18384035151394,
8988,Fraud,Rajesh Kumar,14:31:00,Kodambakkam,2023-06-10,No,3 years,-,Financial Gain,8.787089377758575,78.1864814409079,27/03/1945
8989,Fraud,Pooja Mehta,06:51:00,Kodambakkam,2019-06-28,No,10 years,,Personal Feud,8.78846181914172,78.11500803033142,08/03/1947
8990,Theft,Amit Joshi,23:36:00,Adyar,2016-03-09,No,1 year,,Accidental,8.74564610189877,78.10278365895188,03/03/1950
8991,Murder,Anita Sharma,01:09:00,Adyar,2015-05-14,No,10 years,Mohan Verma,Financial Gain,8.739654309003443,78.18415031908084,21/04/1944
8992,Cyber Crime,Vikram Rao,02:41:00,Kodambakkam,2022-05-28,Yes,1 year,Anita Sharma,Revenge,8.757911349135213,78.13517239080605,03/03/1949
8993,Drug Possession,Ramesh Gupta,03:39:00,Royapettah,2018-03-12,No,3 years,Suresh Iyer,Political,8.7176841692244,78.14971965859984,23/08/1950
8994,Kidnapping,Mohan Verma,17:16:00,Anna Nagar,2020-04-21,No,,Suresh Iyer,Accidental,8.713425350276559,78.14428782591786,11/01/1952
8995,Kidnapping,Vikram Rao,18:04:00,Royapettah,2021-03-05,Yes,3 years,Mohan Verma,Self-Defense,8.780803483452548,78.1575524099782,01/02/1949
8996,,Deepak Choudhary,22:04:00,Velachery,2023-06-25,Yes,1 year,Suresh Iyer,Financial Gain,8.748695999089344,78.13025126365218,02/01/1958
8997,Kidnapping,Rajesh Kumar,05:20:00,Anna Nagar,2023-12-27,Yes,2 years,Suresh Iyer,Self-Defense,8.788170140553042,78.14416611889905,25/02/1945
8998,,Suresh Iyer,00:21:00,Royapettah,2023-08-06,Yes,1 year,Deepak Choudhary,Personal Feud,8.759870316812385,78.18456605340114,27/02/1958
8999,Kidnapping,,00:00:00,Purasawalkam,2023-09-25,No,2 years,Mohan Verma,Accidental,8.709958638722185,78.13723983929123,
9000,Murder,Suresh Iyer,18:20:00,Mylapore,2016-07-09,No,5 years,-,Personal Feud,8.72669391138143,78.17115311188242,28/01/1958
9001,Murder,Rajesh Kumar,11:45:00,Mylapore,2016-10-07,No,1 year,,Accidental,8.765004070123306,78.16625373873207,26/01/1945
9002,,Suresh Iyer,23:06:00,Purasawalkam,2024-09-16,Yes,6 months,Anita Sharma,Political,8.778402661073173,78.1330875146279,29/12/1957
9003,Drug Possession,Amit Joshi,09:34:00,Anna Nagar,2016-01-04,Yes,,Suresh Iyer,Self-Defense,8.777447745131486,78.1567080589552,01/02/1950
9004,Murder,Rajesh Kumar,11:35:00,Royapettah,2024-09-07,Yes,2 years,-,Political,8.718713278995173,78.12437059739666,27/12/1944
9005,Fraud,Mohan Verma,19:33:00,Mylapore,2023-03-15,No,3 years,Anita Sharma,Self-Defense,8.766196622808886,78.1570074024475,12/12/1951
9006,Murder,Amit Joshi,17:44:00,Kodambakkam,2024-03-01,No,3 years,Suresh Iyer,Self-Defense,8.798977701063235,78.16497296387595,02/01/1950
9007,Cyber Crime,Vikram Rao,11:37:00,Mylapore,2022-12-04,No,5 years,-,Personal Feud,8.765125538515862,78.10957592567372,02/01/1949
9008,Murder,Suresh Iyer,13:54:00,Kodambakkam,2023-10-11,No,6 months,,Political,8.761921105516246,78.12500890641999,29/11/1957
9009,Kidnapping,Suresh Iyer,16:51:00,,2017-10-15,Yes,3 years,Suresh Iyer,,8.77283447742751,78.1533131733315,30/10/1957
9010,Assault,Suresh Iyer,08:39:00,,2021-05-14,Yes,1 year,Deepak Choudhary,Financial Gain,8.754586942313537,78.18704771001265,30/09/1957
9011,Kidnapping,Rajesh Kumar,23:42:00,Kodambakkam,2022-06-13,Yes,3 years,-,Self-Defense,8.76796546803218,78.18765993306964,27/11/1944
9012,Murder,Suresh Iyer,19:11:00,Purasawalkam,2020-05-07,No,1 year,,Revenge,8.702663554789977,78.1063040095821,31/08/1957
9013,Assault,Anita Sharma,01:58:00,,2023-04-28,Yes,6 months,Deepak Choudhary,Political,8.723064566347404,78.11470894985686,22/03/1944
9014,Murder,Nikita Sinha,01:25:00,Purasawalkam,2018-03-23,No,5 years,Mohan Verma,,8.71455371885916,78.16300398267263,01/03/1947
9015,Cyber Crime,Deepak Choudhary,20:59:00,Velachery,2017-09-22,Yes,5 years,Deepak Choudhary,Revenge,8.785367795408408,78.19992694713243,03/12/1957
9016,Theft,Amit Joshi,01:44:00,T. Nagar,2016-09-24,Yes,6 months,Suresh Iyer,Financial Gain,8.776866701578896,78.15188054273722,03/12/1949
9017,Cyber Crime,Deepak Choudhary,07:53:00,T. Nagar,2015-09-12,No,,-,Self-Defense,8.700607844676933,78.1535723308548,03/11/1957
9018,Theft,Pooja Mehta,21:31:00,Mylapore,2018-07-21,No,2 years,-,Financial Gain,8.71528041825961,78.18807111279477,06/02/1947
9019,Kidnapping,Suresh Iyer,21:21:00,Adyar,2021-02-24,Yes,2 years,-,Financial Gain,8.75423887447137,78.133170456831,01/08/1957
9020,Fraud,Deepak Choudhary,05:18:00,T. Nagar,2016-03-07,No,6 months,Deepak Choudhary,Financial Gain,8.725060381802798,78.14406760763302,04/10/1957
9021,Kidnapping,,17:51:00,Kodambakkam,2021-08-15,No,3 years,Anita Sharma,Revenge,8.780546777225869,78.13478663266291,
9022,Drug Possession,Vikram Rao,07:03:00,Mylapore,2015-11-21,No,6 months,Mohan Verma,Financial Gain,8.793958437114389,78.17539870681831,03/12/1948
9023,Assault,Nikita Sinha,14:19:00,Velachery,2016-03-25,No,3 years,Suresh Iyer,Revenge,8.795293982498855,78.10525557034839,30/01/1947
9024,Fraud,Rajesh Kumar,14:05:00,Anna Nagar,2021-06-06,No,6 months,Mohan Verma,Accidental,8.772611594304841,78.15940979946367,28/10/1944
9025,Fraud,Amit Joshi,01:01:00,Purasawalkam,2021-10-07,No,10 years,Anita Sharma,Personal Feud,8.769845320543608,78.12421750685455,03/11/1949
9026,Drug Possession,,14:09:00,Royapettah,2022-04-28,No,10 years,Mohan Verma,Financial Gain,8.768763624468868,78.1649193928905,
9027,Drug Possession,Rajesh Kumar,20:21:00,Mylapore,2021-05-28,Yes,,Suresh Iyer,Revenge,8.740920814648433,78.19682658650578,28/09/1944
9028,Murder,Deepak Choudhary,07:15:00,Velachery,2015-10-06,No,3 years,Deepak Choudhary,Financial Gain,8.716185108879476,78.11136562473179,04/09/1957
9029,Fraud,Amit Joshi,01:23:00,,2018-02-08,No,10 years,-,Accidental,8.753529318997868,78.13062472241664,04/10/1949
9030,Drug Possession,Ramesh Gupta,05:35:00,Anna Nagar,2019-07-07,Yes,1 year,Anita Sharma,Self-Defense,8.755544471885853,78.18923386648301,24/07/1950
9031,Theft,Vikram Rao,15:33:00,Royapettah,2021-08-04,Yes,2 years,Suresh Iyer,Self-Defense,8.752735057767683,78.15000166834724,03/11/1948
9032,Fraud,Suresh Iyer,12:51:00,Velachery,2017-06-08,Yes,6 months,Deepak Choudhary,Personal Feud,8.76088994153792,78.17207703798762,02/07/1957
9033,Cyber Crime,,17:40:00,Velachery,2024-07-11,No,10 years,Suresh Iyer,Financial Gain,8.788084892095036,78.1536149527093,
9034,Murder,Mohan Verma,05:50:00,Royapettah,2020-10-09,Yes,6 months,-,Political,8.753702780417981,78.15181691532543,12/11/1951
9035,Murder,Nikita Sinha,18:51:00,Kodambakkam,2023-10-18,No,3 years,Anita Sharma,Financial Gain,8.740247254140954,78.12895213474441,31/12/1946
9036,,Pooja Mehta,16:37:00,Kodambakkam,2018-05-21,No,3 years,Mohan Verma,Political,8.750716257062445,78.10456435287972,07/01/1947
9037,Kidnapping,Suresh Iyer,00:26:00,T. Nagar,2023-04-24,No,5 years,Mohan Verma,Revenge,8.765861647459433,78.10940514911323,02/06/1957
9038,Theft,Deepak Choudhary,08:13:00,Adyar,2020-12-02,No,2 years,,Financial Gain,8.780128456798975,78.18368817760853,05/08/1957
9039,Theft,Deepak Choudhary,12:14:00,Purasawalkam,2019-06-13,No,10 years,Mohan Verma,Personal Feud,8.78924431134464,78.19702656906887,06/07/1957
9040,Fraud,Pooja Mehta,08:32:00,Adyar,2017-12-28,No,6 months,Suresh Iyer,Personal Feud,8.744454182641196,78.11094237252728,08/12/1946
9041,,Vikram Rao,15:18:00,Royapettah,2015-05-28,No,2 years,-,Personal Feud,8.745139171530951,78.16835195093778,04/10/1948
9042,Cyber Crime,Rajesh Kumar,02:51:00,Mylapore,2020-11-21,Yes,6 months,Suresh Iyer,Financial Gain,8.747330290291991,78.12371603174961,29/08/1944
9043,Cyber Crime,,02:16:00,Anna Nagar,2023-06-01,Yes,3 years,Suresh Iyer,Self-Defense,8.784568615441376,78.1747748764827,
9044,Drug Possession,Pooja Mehta,07:35:00,Anna Nagar,2017-05-21,Yes,3 years,,Revenge,8.783452229316463,78.14500885595903,08/11/1946
9045,Fraud,Anita Sharma,15:23:00,Royapettah,2024-10-12,No,1 year,Deepak Choudhary,,8.722710398326328,78.11531253372854,21/02/1944
9046,Theft,Suresh Iyer,15:17:00,Velachery,2016-07-19,No,2 years,-,Revenge,8.729380529049795,78.10757475701058,03/05/1957
9047,Fraud,Anita Sharma,03:55:00,Mylapore,2022-06-08,No,6 months,Anita Sharma,Accidental,8.738051748041165,78.191559907091,22/01/1944
9048,Cyber Crime,Amit Joshi,19:49:00,Velachery,2019-08-02,No,3 years,Mohan Verma,Revenge,8.752828825595866,78.1982158481418,04/09/1949
9049,Fraud,Vikram Rao,21:17:00,Mylapore,2021-11-21,Yes,,-,Personal Feud,8.729458266450086,78.1676192268134,04/09/1948
9050,Fraud,Ramesh Gupta,16:14:00,Mylapore,2019-12-16,No,3 years,,Self-Defense,8.771869506138774,78.14468086322482,24/06/1950
9051,Drug Possession,,23:36:00,T. Nagar,2022-07-05,No,1 year,Anita Sharma,Personal Feud,8.753654344761287,78.1281388191235,
9052,Assault,Amit Joshi,04:09:00,Royapettah,2015-04-28,No,3 years,Deepak Choudhary,Self-Defense,8.703068512302842,78.16409247603815,05/08/1949
9053,,Nikita Sinha,13:33:00,Kodambakkam,2021-10-13,No,6 months,,Revenge,8.752729448008106,78.11128944804622,01/12/1946
9054,,Mohan Verma,12:17:00,Purasawalkam,2021-08-02,No,2 years,Suresh Iyer,Financial Gain,8.775651920670349,78.18864450267219,13/10/1951
9055,Cyber Crime,Mohan Verma,19:24:00,Royapettah,2023-09-01,Yes,2 years,,Self-Defense,8.72556220113472,78.14327107480149,13/09/1951
9056,Theft,Suresh Iyer,13:36:00,Adyar,2018-07-10,Yes,3 years,,Accidental,8.712343788068479,78.14497655709651,03/04/1957
9057,,Pooja Mehta,04:18:00,T. Nagar,2017-01-21,Yes,3 years,,Self-Defense,8.74607536878297,78.17782029813267,09/10/1946
9058,Kidnapping,Amit Joshi,05:05:00,,2022-11-09,No,10 years,Deepak Choudhary,Accidental,8.77286227609264,78.13432834190428,06/07/1949
9059,Kidnapping,Deepak Choudhary,13:22:00,T. Nagar,2022-03-24,No,2 years,Mohan Verma,Accidental,8.73716603542188,78.10404279699662,06/06/1957
9060,Fraud,Amit Joshi,09:13:00,Royapettah,2020-01-11,Yes,10 years,-,Personal Feud,8.778658322064253,78.12085760158196,06/06/1949
